profile_id,age_group,gender,location,preferred_genre,average_listening_hours,device_type,music_service
1410,55+,Other,France,Metal,27.39,Desktop,YouTube Music
1411,35-44,Female,Canada,Rock,20.34,Desktop,Apple Music
1412,45-54,Female,UK,Pop,18.48,Desktop,YouTube Music
1413,35-44,Male,Germany,Hip-Hop,22.79,Desktop,Apple Music
1414,18-24,Female,Germany,EDM,8.72,Mobile,YouTube Music
1415,25-34,Non-binary,Australia,Rock,27.44,Tablet,Amazon Music
1416,55+,Male,Australia,Country,16.5,Desktop,Amazon Music
1417,18-24,Female,France,Classical,19.88,Desktop,Apple Music
1418,45-54,Female,France,Metal,18.03,Tablet,YouTube Music
1419,25-34,Other,India,Metal,15.26,Mobile,Spotify
1420,18-24,Non-binary,Australia,Pop,15.49,Desktop,Apple Music
1421,18-24,Female,India,Metal,11.91,Desktop,Amazon Music
1422,18-24,Female,India,EDM,7.93,Mobile,Spotify
1423,25-34,Male,India,Metal,27.69,Desktop,Amazon Music
1424,18-24,Male,Brazil,Pop,19.56,Desktop,Spotify
1425,45-54,Female,USA,Classical,14.65,Tablet,Apple Music
1426,25-34,Other,Australia,Classical,12.74,Desktop,Apple Music
1427,18-24,Other,Canada,EDM,6.09,Tablet,Apple Music
1428,55+,Other,France,Pop,11.69,Desktop,Spotify
1429,45-54,Non-binary,UK,Metal,15.77,Tablet,YouTube Music
1430,18-24,Non-binary,South Korea,Classical,17.81,Mobile,Spotify
1431,25-34,Male,Germany,Classical,13.24,Mobile,YouTube Music
1432,35-44,Male,Canada,Country,23.68,Desktop,Amazon Music
1433,35-44,Male,USA,Country,14.18,Desktop,Apple Music
1434,25-34,Female,Brazil,EDM,13.45,Tablet,Amazon Music
1435,35-44,Male,USA,Metal,5.09,Desktop,Amazon Music
1436,55+,Male,France,Hip-Hop,29.17,Mobile,Amazon Music
1437,45-54,Non-binary,USA,Hip-Hop,19.23,Desktop,YouTube Music
1438,45-54,Non-binary,India,Rock,28.34,Desktop,Amazon Music
1439,55+,Other,Australia,Jazz,26.44,Tablet,YouTube Music
1440,25-34,Male,UK,Hip-Hop,19.27,Mobile,YouTube Music
1441,18-24,Female,Japan,Metal,17.96,Mobile,Amazon Music
1442,45-54,Non-binary,South Korea,Pop,17.92,Mobile,Spotify
1443,25-34,Other,Brazil,Metal,6.09,Desktop,Amazon Music
1444,25-34,Male,Germany,Rock,21.61,Desktop,YouTube Music
1445,25-34,Other,Australia,Jazz,22.03,Tablet,Apple Music
1446,18-24,Male,India,Metal,6.29,Mobile,YouTube Music
1447,45-54,Non-binary,USA,Country,24.4,Desktop,YouTube Music
1448,25-34,Male,UK,Country,25.1,Desktop,Apple Music
1449,18-24,Other,Australia,Metal,17.29,Mobile,Apple Music
1450,35-44,Female,South Korea,Country,5.93,Desktop,Spotify
1451,35-44,Other,UK,Metal,8.98,Tablet,Spotify
1452,18-24,Other,South Korea,Metal,11.77,Tablet,Apple Music
1453,55+,Non-binary,Germany,Pop,16.2,Desktop,YouTube Music
1454,55+,Non-binary,USA,Metal,20.23,Mobile,Spotify
1455,45-54,Other,UK,Hip-Hop,27.43,Tablet,Amazon Music
1456,55+,Other,Japan,EDM,8.01,Mobile,Amazon Music
1457,25-34,Female,Canada,Metal,11.93,Tablet,Amazon Music
1458,55+,Male,France,Rock,8.4,Tablet,Amazon Music
1459,18-24,Other,Germany,Classical,19.14,Tablet,Apple Music
1460,45-54,Female,India,Pop,5.55,Tablet,Apple Music
1461,18-24,Female,USA,Hip-Hop,12.0,Tablet,Apple Music
1462,35-44,Non-binary,Japan,Hip-Hop,26.51,Mobile,Amazon Music
1463,18-24,Female,Brazil,Jazz,11.11,Mobile,YouTube Music
1464,45-54,Male,Germany,Country,10.59,Tablet,Spotify
1465,35-44,Non-binary,Japan,Pop,29.09,Mobile,Apple Music
1466,18-24,Female,Brazil,Jazz,9.53,Tablet,Amazon Music
1467,45-54,Female,UK,Pop,13.16,Tablet,YouTube Music
1468,45-54,Male,India,Classical,16.36,Desktop,YouTube Music
1469,45-54,Other,UK,Pop,18.46,Desktop,Apple Music
1470,25-34,Other,Australia,EDM,19.13,Mobile,Apple Music
1471,35-44,Non-binary,Germany,EDM,5.33,Mobile,Amazon Music
1472,55+,Non-binary,India,Pop,22.02,Tablet,Spotify
1473,45-54,Female,Brazil,Hip-Hop,16.44,Desktop,Apple Music
1474,45-54,Female,Australia,Metal,19.54,Desktop,Apple Music
1475,45-54,Female,Canada,Jazz,24.0,Mobile,Amazon Music
1476,55+,Female,Germany,Hip-Hop,17.02,Mobile,Apple Music
1477,18-24,Non-binary,South Korea,Metal,24.18,Mobile,Apple Music
1478,45-54,Female,UK,Jazz,24.64,Mobile,Spotify
1479,45-54,Male,South Korea,Pop,24.92,Mobile,Spotify
1480,35-44,Female,UK,Classical,8.33,Desktop,YouTube Music
1481,55+,Female,France,Pop,10.03,Desktop,YouTube Music
1482,25-34,Non-binary,Germany,Country,20.46,Mobile,Spotify
1483,35-44,Female,France,Hip-Hop,29.56,Tablet,Apple Music
1484,35-44,Female,USA,Metal,6.24,Desktop,Apple Music
1485,55+,Other,USA,Pop,29.18,Mobile,Apple Music
1486,45-54,Non-binary,India,Hip-Hop,13.97,Tablet,Apple Music
1487,18-24,Non-binary,Brazil,Jazz,10.11,Tablet,Apple Music
1488,55+,Female,Canada,Rock,25.67,Tablet,Amazon Music
1489,25-34,Female,France,Jazz,11.34,Desktop,Spotify
1490,45-54,Other,UK,Pop,13.81,Mobile,Apple Music
1491,35-44,Non-binary,Canada,Jazz,25.08,Mobile,Apple Music
1492,45-54,Female,Canada,Classical,16.74,Desktop,Apple Music
1493,35-44,Non-binary,Australia,Pop,9.82,Mobile,YouTube Music
1494,35-44,Male,UK,Classical,11.05,Mobile,Apple Music
1495,55+,Other,Australia,Country,22.26,Mobile,Spotify
1496,35-44,Male,Japan,Hip-Hop,24.56,Mobile,Amazon Music
1497,45-54,Other,Germany,EDM,17.83,Mobile,Amazon Music
1498,55+,Non-binary,Brazil,Country,7.64,Mobile,Apple Music
1499,45-54,Other,Brazil,Country,5.75,Tablet,Apple Music
1500,35-44,Male,Germany,Country,16.51,Mobile,Spotify
1501,55+,Female,France,Metal,27.76,Tablet,Spotify
1502,35-44,Female,UK,Classical,26.48,Desktop,Amazon Music
1503,25-34,Non-binary,Germany,Hip-Hop,20.67,Desktop,Amazon Music
1504,45-54,Other,USA,Pop,14.7,Tablet,YouTube Music
1505,18-24,Female,USA,Rock,22.05,Mobile,Apple Music
1506,35-44,Non-binary,Canada,Classical,11.48,Desktop,Spotify
1507,45-54,Male,India,Country,12.29,Tablet,Spotify
1508,55+,Male,Australia,Country,29.44,Mobile,Spotify
1509,55+,Non-binary,South Korea,Classical,11.81,Tablet,YouTube Music
1510,35-44,Non-binary,Japan,Country,26.82,Mobile,Apple Music
1511,35-44,Female,South Korea,Jazz,9.74,Tablet,Amazon Music
1512,55+,Male,USA,Metal,8.01,Mobile,Amazon Music
1513,18-24,Female,Canada,Rock,19.02,Mobile,YouTube Music
1514,25-34,Other,India,Pop,27.01,Mobile,Apple Music
1515,45-54,Non-binary,Germany,Jazz,29.63,Tablet,Spotify
1516,25-34,Non-binary,Brazil,Metal,14.24,Tablet,Apple Music
1517,25-34,Female,Brazil,Classical,10.89,Mobile,Spotify
1518,55+,Male,Brazil,Metal,25.19,Desktop,Spotify
1519,25-34,Male,France,Metal,8.48,Tablet,YouTube Music
1520,45-54,Male,Japan,EDM,12.91,Tablet,Amazon Music
1521,55+,Other,USA,Classical,10.17,Tablet,Spotify
1522,18-24,Female,UK,Classical,26.78,Mobile,Spotify
1523,45-54,Male,Canada,Rock,22.9,Mobile,YouTube Music
1524,18-24,Male,France,Metal,11.88,Tablet,YouTube Music
1525,45-54,Non-binary,Australia,Metal,17.09,Desktop,Amazon Music
1526,55+,Male,France,Pop,6.74,Mobile,Amazon Music
1527,55+,Male,Germany,Pop,19.4,Desktop,Spotify
1528,55+,Non-binary,Germany,Hip-Hop,5.87,Mobile,Spotify
1529,35-44,Non-binary,Canada,Pop,14.69,Desktop,Amazon Music
1530,45-54,Non-binary,Japan,Jazz,21.07,Mobile,Amazon Music
1531,55+,Male,France,Metal,27.46,Desktop,YouTube Music
1532,45-54,Male,Canada,Pop,7.91,Desktop,Amazon Music
1533,18-24,Non-binary,India,Jazz,14.9,Mobile,Spotify
1534,18-24,Non-binary,Germany,Pop,19.74,Mobile,Amazon Music
1535,18-24,Female,Australia,Hip-Hop,21.23,Desktop,Spotify
1536,55+,Male,Germany,Pop,9.86,Desktop,Amazon Music
1537,35-44,Non-binary,Germany,Pop,11.21,Desktop,Amazon Music
1538,55+,Non-binary,UK,Metal,23.28,Tablet,YouTube Music
1539,55+,Male,Germany,Country,14.52,Desktop,Apple Music
1540,35-44,Non-binary,UK,Jazz,23.44,Mobile,Apple Music
1541,35-44,Male,Brazil,Jazz,8.2,Mobile,Apple Music
1542,35-44,Female,India,Hip-Hop,29.52,Tablet,YouTube Music
1543,18-24,Other,South Korea,EDM,27.53,Tablet,Amazon Music
1544,35-44,Male,Canada,Pop,9.82,Mobile,Spotify
1545,45-54,Male,UK,Pop,20.07,Desktop,Spotify
1546,25-34,Other,Germany,Metal,14.03,Tablet,YouTube Music
1547,55+,Male,UK,Metal,21.46,Tablet,Spotify
1548,25-34,Non-binary,UK,Pop,14.54,Mobile,Spotify
1549,25-34,Non-binary,Germany,Jazz,14.72,Desktop,Amazon Music
1550,45-54,Other,France,EDM,9.21,Desktop,YouTube Music
1551,18-24,Female,South Korea,Hip-Hop,9.02,Tablet,Spotify
1552,25-34,Female,India,Metal,16.1,Desktop,YouTube Music
1553,55+,Non-binary,France,Metal,18.59,Mobile,YouTube Music
1554,55+,Other,Japan,Country,26.07,Desktop,YouTube Music
1555,55+,Male,India,Metal,27.11,Desktop,Spotify
1556,45-54,Male,Brazil,Jazz,23.87,Tablet,Apple Music
1557,55+,Female,South Korea,Pop,16.14,Desktop,Spotify
1558,25-34,Other,India,Country,17.65,Mobile,Amazon Music
1559,45-54,Non-binary,USA,Classical,18.66,Tablet,Apple Music
1560,35-44,Other,India,Country,18.36,Mobile,Amazon Music
1561,55+,Male,South Korea,Hip-Hop,25.44,Desktop,Amazon Music
1562,55+,Male,Japan,Jazz,27.57,Mobile,YouTube Music
1563,18-24,Female,Australia,Pop,25.09,Mobile,YouTube Music
1564,55+,Non-binary,India,Rock,23.09,Mobile,Spotify
1565,25-34,Non-binary,France,Pop,14.92,Desktop,YouTube Music
1566,45-54,Male,USA,Rock,12.56,Desktop,Spotify
1567,35-44,Female,USA,EDM,19.63,Mobile,Spotify
1568,18-24,Non-binary,Germany,Hip-Hop,27.71,Tablet,Spotify
1569,35-44,Female,Japan,Pop,16.79,Desktop,Spotify
1570,55+,Female,UK,Country,12.62,Tablet,Spotify
1571,55+,Non-binary,India,Jazz,10.47,Mobile,Amazon Music
1572,55+,Female,Canada,Metal,26.16,Mobile,YouTube Music
1573,18-24,Male,Germany,Hip-Hop,21.25,Desktop,Spotify
1574,25-34,Male,Canada,Jazz,9.4,Desktop,YouTube Music
1575,55+,Female,UK,Metal,14.85,Desktop,Spotify
1576,25-34,Non-binary,France,Country,14.58,Mobile,Apple Music
1577,35-44,Female,Japan,Metal,5.48,Mobile,Apple Music
1578,45-54,Non-binary,South Korea,Metal,20.87,Tablet,Amazon Music
1579,55+,Female,Australia,Hip-Hop,12.39,Mobile,YouTube Music
1580,55+,Male,France,Metal,22.44,Tablet,Spotify
1581,55+,Female,Brazil,Jazz,12.78,Mobile,Amazon Music
1582,18-24,Female,France,Rock,22.87,Desktop,YouTube Music
1583,45-54,Other,South Korea,Country,24.23,Tablet,YouTube Music
1584,18-24,Other,Germany,EDM,10.32,Mobile,Spotify
1585,35-44,Non-binary,Japan,Jazz,5.94,Mobile,Amazon Music
1586,25-34,Male,France,EDM,9.91,Tablet,Amazon Music
1587,18-24,Non-binary,USA,Rock,14.75,Mobile,YouTube Music
1588,45-54,Non-binary,Japan,Rock,16.9,Tablet,YouTube Music
1589,25-34,Non-binary,Japan,EDM,19.33,Desktop,YouTube Music
1590,25-34,Other,Australia,Rock,6.74,Tablet,Apple Music
1591,45-54,Other,UK,Rock,29.89,Tablet,YouTube Music
1592,25-34,Non-binary,South Korea,Metal,12.02,Desktop,Spotify
1593,35-44,Male,UK,Pop,21.42,Mobile,Amazon Music
1594,25-34,Other,Australia,Metal,16.91,Tablet,YouTube Music
1595,55+,Female,Canada,Pop,19.14,Tablet,Spotify
1596,25-34,Non-binary,Japan,Rock,18.16,Tablet,Apple Music
1597,55+,Non-binary,France,Pop,19.64,Tablet,YouTube Music
1598,35-44,Female,Australia,Classical,5.41,Mobile,Amazon Music
1599,35-44,Male,USA,Jazz,24.77,Desktop,YouTube Music
1600,18-24,Non-binary,France,Hip-Hop,28.3,Tablet,Apple Music
1601,18-24,Female,Canada,Jazz,7.04,Tablet,Spotify
1602,18-24,Male,Brazil,Jazz,22.45,Desktop,Amazon Music
1603,35-44,Other,France,Rock,7.37,Tablet,Amazon Music
1604,35-44,Other,USA,EDM,22.76,Desktop,Apple Music
1605,25-34,Male,South Korea,Classical,10.92,Tablet,Amazon Music
1606,35-44,Female,Japan,Hip-Hop,22.88,Tablet,Spotify
1607,35-44,Female,France,Pop,21.24,Tablet,YouTube Music
1608,45-54,Other,Canada,Classical,23.83,Tablet,Amazon Music
1609,55+,Male,Germany,Jazz,19.5,Mobile,Amazon Music
1610,45-54,Female,South Korea,Hip-Hop,13.19,Tablet,YouTube Music
1611,45-54,Male,Canada,Jazz,14.05,Desktop,Spotify
1612,55+,Male,USA,Classical,8.87,Desktop,YouTube Music
1613,18-24,Non-binary,South Korea,Pop,14.73,Desktop,YouTube Music
1614,18-24,Other,France,EDM,24.28,Desktop,Spotify
1615,55+,Female,Japan,Classical,16.11,Mobile,Apple Music
1616,35-44,Male,Canada,Pop,22.52,Tablet,Amazon Music
1617,18-24,Other,India,Metal,14.97,Mobile,YouTube Music
1618,35-44,Other,Germany,Rock,22.54,Desktop,YouTube Music
1619,45-54,Other,UK,Rock,11.76,Desktop,Amazon Music
1620,18-24,Other,India,Hip-Hop,7.22,Tablet,Apple Music
1621,18-24,Other,India,Metal,11.95,Desktop,Spotify
1622,45-54,Non-binary,Japan,EDM,18.42,Tablet,Apple Music
1623,55+,Female,Germany,Classical,17.29,Tablet,Amazon Music
1624,18-24,Male,India,Metal,13.84,Tablet,YouTube Music
1625,45-54,Other,Canada,Pop,20.96,Desktop,Apple Music
1626,45-54,Other,South Korea,Classical,6.41,Desktop,Amazon Music
1627,25-34,Female,USA,Classical,21.72,Tablet,YouTube Music
1628,55+,Female,UK,Classical,12.65,Mobile,Apple Music
1629,55+,Female,South Korea,Jazz,16.47,Tablet,YouTube Music
1630,25-34,Non-binary,Australia,Classical,23.52,Mobile,YouTube Music
1631,18-24,Non-binary,Japan,Jazz,28.49,Tablet,Apple Music
1632,25-34,Female,USA,Jazz,23.24,Tablet,Amazon Music
1633,18-24,Female,Brazil,Jazz,20.33,Mobile,Apple Music
1634,45-54,Other,UK,Country,5.85,Desktop,Spotify
1635,18-24,Other,Germany,Hip-Hop,26.72,Desktop,Amazon Music
1636,18-24,Non-binary,Germany,Classical,9.6,Desktop,Apple Music
1637,55+,Male,India,Hip-Hop,13.64,Mobile,Amazon Music
1638,18-24,Other,South Korea,Country,9.41,Mobile,Spotify
1639,45-54,Female,Germany,Metal,20.81,Desktop,YouTube Music
1640,45-54,Female,Australia,Country,28.27,Tablet,Spotify
1641,45-54,Non-binary,Germany,EDM,20.23,Desktop,Amazon Music
1642,18-24,Other,Canada,Rock,13.04,Mobile,Apple Music
1643,25-34,Female,Canada,Country,6.96,Desktop,Amazon Music
1644,55+,Non-binary,Brazil,Hip-Hop,20.83,Desktop,YouTube Music
1645,35-44,Female,Japan,Country,5.67,Tablet,Spotify
1646,25-34,Non-binary,Germany,Jazz,23.83,Tablet,Amazon Music
1647,55+,Female,Canada,Metal,23.75,Mobile,YouTube Music
1648,25-34,Female,UK,Country,22.31,Tablet,YouTube Music
1649,18-24,Male,India,Country,23.1,Desktop,Apple Music
1650,35-44,Non-binary,India,Classical,16.8,Desktop,Amazon Music
1651,25-34,Other,Japan,Jazz,25.75,Mobile,Spotify
1652,55+,Male,India,EDM,7.19,Tablet,YouTube Music
1653,25-34,Non-binary,India,Rock,20.94,Desktop,YouTube Music
1654,55+,Female,Brazil,Classical,9.52,Desktop,YouTube Music
1655,35-44,Other,Brazil,Rock,13.52,Tablet,Amazon Music
1656,18-24,Other,France,Hip-Hop,17.45,Tablet,YouTube Music
1657,55+,Non-binary,Brazil,Jazz,18.6,Tablet,Amazon Music
1658,18-24,Female,Brazil,Rock,5.32,Mobile,YouTube Music
1659,18-24,Female,South Korea,Jazz,11.83,Desktop,Apple Music
1660,18-24,Non-binary,Germany,Metal,8.52,Desktop,Amazon Music
1661,35-44,Male,Canada,Country,27.37,Tablet,Apple Music
1662,45-54,Male,Japan,EDM,26.28,Mobile,Amazon Music
1663,45-54,Female,UK,EDM,13.21,Desktop,Spotify
1664,55+,Female,USA,EDM,13.38,Desktop,YouTube Music
1665,35-44,Non-binary,Brazil,Rock,13.23,Tablet,Spotify
1666,45-54,Other,USA,Classical,10.03,Tablet,YouTube Music
1667,18-24,Male,Japan,Pop,23.34,Desktop,YouTube Music
1668,45-54,Non-binary,Brazil,EDM,27.23,Tablet,Spotify
1669,25-34,Female,Germany,Country,15.76,Mobile,Amazon Music
1670,55+,Female,Germany,Pop,22.52,Desktop,Spotify
1671,45-54,Female,India,Jazz,17.09,Tablet,Amazon Music
1672,35-44,Male,Australia,Hip-Hop,26.24,Tablet,Amazon Music
1673,35-44,Other,France,Jazz,18.4,Tablet,Apple Music
1674,45-54,Other,France,Jazz,18.89,Tablet,YouTube Music
1675,18-24,Male,Canada,Metal,20.34,Tablet,YouTube Music
1676,25-34,Male,Canada,Pop,5.05,Mobile,YouTube Music
1677,25-34,Female,South Korea,Classical,23.75,Mobile,Apple Music
1678,25-34,Male,Australia,Pop,20.42,Tablet,Amazon Music
1679,45-54,Female,South Korea,Country,24.85,Desktop,Apple Music
1680,35-44,Male,Germany,Hip-Hop,16.38,Mobile,Apple Music
1681,45-54,Other,Brazil,Hip-Hop,27.23,Tablet,YouTube Music
1682,25-34,Male,UK,Country,27.43,Desktop,Spotify
1683,25-34,Other,France,Hip-Hop,9.79,Tablet,Amazon Music
1684,25-34,Non-binary,UK,Hip-Hop,26.14,Desktop,Amazon Music
1685,35-44,Non-binary,Germany,Classical,12.16,Tablet,Amazon Music
1686,18-24,Male,Australia,Metal,9.04,Mobile,Apple Music
1687,55+,Male,Brazil,Pop,28.01,Tablet,YouTube Music
1688,18-24,Other,UK,EDM,5.64,Desktop,Apple Music
1689,25-34,Male,Australia,Metal,10.39,Mobile,Apple Music
1690,25-34,Male,UK,Country,13.87,Desktop,Amazon Music
1691,18-24,Other,Australia,Hip-Hop,18.34,Mobile,YouTube Music
1692,25-34,Other,South Korea,Rock,28.33,Tablet,YouTube Music
1693,35-44,Other,Brazil,Metal,28.66,Mobile,YouTube Music
1694,25-34,Other,Australia,Pop,25.14,Tablet,Spotify
1695,45-54,Non-binary,France,Jazz,16.43,Tablet,YouTube Music
1696,18-24,Non-binary,Germany,EDM,20.04,Desktop,Amazon Music
1697,45-54,Non-binary,USA,Pop,21.69,Mobile,Spotify
1698,45-54,Female,Brazil,Classical,6.03,Desktop,Spotify
1699,45-54,Female,South Korea,Country,5.5,Desktop,Spotify
1700,35-44,Other,Australia,Metal,6.57,Desktop,YouTube Music
1701,35-44,Non-binary,Brazil,Hip-Hop,26.65,Mobile,Spotify
1702,55+,Other,Brazil,Country,20.83,Tablet,Apple Music
1703,35-44,Female,Australia,EDM,19.85,Desktop,Amazon Music
1704,18-24,Other,Brazil,Metal,24.81,Desktop,Amazon Music
1705,18-24,Non-binary,UK,EDM,23.74,Desktop,Spotify
1706,18-24,Female,Germany,Pop,20.23,Tablet,Apple Music
1707,25-34,Non-binary,USA,Hip-Hop,16.8,Desktop,YouTube Music
1708,25-34,Female,Japan,EDM,17.45,Mobile,Spotify
1709,25-34,Non-binary,South Korea,EDM,15.7,Tablet,Spotify
1710,25-34,Female,France,Jazz,29.73,Desktop,Spotify
1711,55+,Female,Germany,Hip-Hop,22.32,Desktop,YouTube Music
1712,18-24,Male,Canada,Metal,21.15,Tablet,Apple Music
1713,18-24,Male,USA,Rock,20.53,Tablet,Amazon Music
1714,55+,Non-binary,Japan,Jazz,6.8,Desktop,Amazon Music
1715,35-44,Non-binary,Brazil,Classical,19.24,Mobile,YouTube Music
1716,35-44,Other,India,Country,11.03,Tablet,Spotify
1717,55+,Female,Germany,Pop,27.42,Tablet,Amazon Music
1718,45-54,Female,USA,Metal,5.83,Desktop,YouTube Music
1719,45-54,Male,UK,Classical,13.49,Tablet,Apple Music
1720,45-54,Other,Germany,Jazz,25.51,Tablet,Spotify
1721,25-34,Female,UK,Jazz,13.75,Desktop,YouTube Music
1722,18-24,Female,Canada,Rock,13.87,Mobile,Apple Music
1723,18-24,Male,Australia,Metal,11.5,Desktop,Amazon Music
1724,55+,Female,South Korea,Jazz,11.81,Desktop,Amazon Music
1725,18-24,Female,South Korea,Rock,10.26,Mobile,Amazon Music
1726,25-34,Female,India,Pop,9.01,Desktop,Apple Music
1727,45-54,Female,Canada,Country,24.18,Mobile,Apple Music
1728,45-54,Female,Germany,Metal,25.29,Tablet,Amazon Music
1729,18-24,Non-binary,USA,Country,16.02,Mobile,Spotify
1730,55+,Non-binary,South Korea,Jazz,5.08,Desktop,YouTube Music
1731,18-24,Male,India,Hip-Hop,20.72,Tablet,YouTube Music
1732,35-44,Non-binary,France,Classical,28.82,Tablet,Amazon Music
1733,25-34,Female,South Korea,Hip-Hop,7.44,Mobile,Amazon Music
1734,35-44,Female,USA,Jazz,8.68,Mobile,Apple Music
1735,55+,Non-binary,UK,Jazz,8.85,Mobile,Apple Music
1736,18-24,Non-binary,Canada,EDM,21.65,Desktop,Amazon Music
1737,45-54,Male,USA,Hip-Hop,12.03,Tablet,Spotify
1738,25-34,Female,Japan,Classical,29.94,Tablet,Apple Music
1739,55+,Female,Australia,Hip-Hop,14.52,Desktop,YouTube Music
1740,18-24,Female,Australia,Metal,26.58,Desktop,Amazon Music
1741,55+,Non-binary,UK,Pop,21.0,Desktop,Amazon Music
1742,55+,Male,UK,Country,23.41,Tablet,Amazon Music
1743,55+,Male,France,Jazz,7.6,Tablet,Spotify
1744,55+,Male,Germany,Metal,20.28,Desktop,Amazon Music
1745,18-24,Other,Brazil,Pop,15.54,Mobile,YouTube Music
1746,18-24,Other,USA,Country,12.9,Desktop,YouTube Music
1747,25-34,Female,Australia,Pop,29.99,Desktop,Apple Music
1748,25-34,Non-binary,Australia,Classical,24.91,Desktop,Spotify
1749,45-54,Other,India,Hip-Hop,7.53,Mobile,Spotify
1750,45-54,Female,India,Pop,22.53,Mobile,Amazon Music
1751,55+,Non-binary,UK,Hip-Hop,24.3,Tablet,Apple Music
1752,25-34,Female,UK,Jazz,5.59,Mobile,YouTube Music
1753,35-44,Female,Canada,Rock,20.32,Tablet,YouTube Music
1754,25-34,Male,Brazil,Hip-Hop,6.37,Mobile,Spotify
1755,55+,Non-binary,Germany,Metal,7.71,Tablet,Spotify
1756,18-24,Other,Canada,Metal,11.91,Tablet,Spotify
1757,45-54,Non-binary,Australia,EDM,13.15,Tablet,Spotify
1758,45-54,Female,Australia,EDM,9.06,Mobile,Apple Music
1759,18-24,Non-binary,France,Hip-Hop,22.05,Mobile,Apple Music
1760,18-24,Other,UK,EDM,23.41,Desktop,Spotify
1761,25-34,Other,Canada,Classical,25.24,Mobile,Amazon Music
1762,35-44,Non-binary,Australia,Metal,11.44,Tablet,YouTube Music
1763,35-44,Other,South Korea,Rock,9.68,Desktop,YouTube Music
1764,45-54,Non-binary,India,EDM,7.25,Mobile,Amazon Music
1765,18-24,Male,Japan,Pop,21.86,Mobile,Amazon Music
1766,25-34,Female,South Korea,Rock,25.97,Mobile,Amazon Music
1767,35-44,Other,UK,Hip-Hop,20.48,Desktop,Spotify
1768,35-44,Other,Germany,Rock,10.97,Desktop,Amazon Music
1769,18-24,Male,USA,Pop,28.63,Mobile,Spotify
1770,55+,Non-binary,Australia,Country,26.57,Desktop,YouTube Music
1771,25-34,Female,India,Pop,8.43,Mobile,Amazon Music
1772,25-34,Male,Japan,Hip-Hop,12.14,Mobile,Apple Music
1773,55+,Male,UK,Jazz,7.22,Desktop,Apple Music
1774,45-54,Male,UK,Jazz,25.84,Mobile,Spotify
1775,45-54,Other,South Korea,Hip-Hop,20.21,Desktop,YouTube Music
1776,55+,Non-binary,France,Hip-Hop,27.5,Mobile,Apple Music
1777,55+,Other,USA,Pop,20.12,Mobile,Spotify
1778,55+,Non-binary,India,Classical,20.4,Mobile,Spotify
1779,18-24,Non-binary,Japan,EDM,24.25,Desktop,Spotify
1780,25-34,Other,South Korea,Rock,5.41,Mobile,YouTube Music
1781,55+,Other,Germany,Pop,17.33,Mobile,YouTube Music
1782,18-24,Other,South Korea,Jazz,13.49,Tablet,Spotify
1783,25-34,Female,India,Rock,15.77,Mobile,Spotify
1784,18-24,Other,South Korea,Metal,25.25,Desktop,Spotify
1785,35-44,Other,France,EDM,10.19,Mobile,Apple Music
1786,35-44,Female,Brazil,Rock,13.81,Tablet,YouTube Music
1787,35-44,Other,Brazil,EDM,27.7,Mobile,Spotify
1788,18-24,Female,Canada,Rock,13.2,Desktop,Amazon Music
1789,25-34,Other,USA,Rock,26.92,Mobile,Spotify
1790,25-34,Other,France,Classical,11.72,Desktop,Amazon Music
1791,55+,Male,Australia,Hip-Hop,14.2,Mobile,Amazon Music
1792,18-24,Female,Australia,Country,16.57,Desktop,Spotify
1793,35-44,Other,USA,Metal,20.02,Desktop,Spotify
1794,25-34,Other,Germany,Hip-Hop,22.7,Tablet,YouTube Music
1795,45-54,Female,UK,EDM,16.98,Desktop,Apple Music
1796,55+,Male,France,EDM,10.53,Tablet,Spotify
1797,45-54,Other,France,Metal,25.57,Mobile,Apple Music
1798,35-44,Female,USA,Hip-Hop,17.66,Desktop,Apple Music
1799,18-24,Non-binary,USA,Hip-Hop,29.83,Mobile,Amazon Music
1800,35-44,Other,France,Country,6.98,Desktop,YouTube Music
1801,18-24,Non-binary,Germany,Metal,24.75,Mobile,Spotify
1802,55+,Male,Canada,Jazz,14.64,Mobile,Amazon Music
1803,25-34,Male,Japan,Rock,24.86,Desktop,Apple Music
1804,18-24,Male,Brazil,Hip-Hop,5.66,Tablet,Spotify
1805,45-54,Non-binary,UK,Rock,5.4,Desktop,Apple Music
1806,45-54,Non-binary,USA,EDM,18.67,Mobile,Apple Music
1807,25-34,Female,South Korea,EDM,29.24,Mobile,Apple Music
1808,55+,Other,Canada,Metal,21.57,Mobile,Amazon Music
1809,25-34,Non-binary,South Korea,Jazz,22.64,Mobile,Spotify
1810,55+,Other,Brazil,EDM,22.97,Tablet,YouTube Music
1811,18-24,Female,UK,Jazz,14.14,Desktop,Spotify
1812,18-24,Non-binary,Japan,Country,23.24,Tablet,Apple Music
1813,18-24,Non-binary,USA,Country,6.66,Mobile,Amazon Music
1814,35-44,Other,Germany,Pop,12.76,Mobile,Amazon Music
1815,55+,Female,Germany,Rock,7.59,Mobile,Spotify
1816,55+,Other,Brazil,Rock,6.89,Mobile,Spotify
1817,25-34,Other,USA,Rock,26.84,Desktop,Amazon Music
1818,55+,Other,Australia,Classical,19.91,Mobile,Apple Music
1819,18-24,Male,Brazil,Jazz,19.23,Tablet,YouTube Music
1820,18-24,Non-binary,Canada,Hip-Hop,9.77,Desktop,Spotify
