engagement_id,profile_id,artist_id,streams,likes,shares,comments,time_spent_on_artist,date
1280,4742,49,71,45,7,7,106.68,2024-04-06
1281,362,48,41,44,2,2,110.09,2024-01-10
1282,3132,21,70,20,12,8,38.06,2024-06-24
1283,2694,15,53,44,4,1,194.27,2024-01-03
1284,2505,7,39,46,16,1,189.0,2024-08-24
1285,2645,10,6,42,1,9,107.6,2024-01-25
1286,2389,31,29,43,4,0,26.91,2024-08-06
1287,1710,41,42,7,12,5,183.03,2024-05-22
1288,2580,34,98,3,15,9,94.99,2024-05-10
1289,2447,20,59,1,13,3,34.91,2024-04-13
1290,2189,28,40,48,14,5,88.83,2024-10-03
1291,2142,8,13,46,5,0,193.33,2024-06-05
1292,1611,22,89,37,4,1,152.04,2024-08-10
1293,3849,18,45,8,14,8,198.42,2024-07-04
1294,2396,45,4,45,15,6,45.44,2024-07-30
1295,1057,3,96,5,10,2,62.49,2024-05-22
1296,43,11,73,49,11,1,125.4,2024-06-15
1297,4259,18,46,17,1,6,176.39,2024-06-01
1298,1454,7,81,46,4,2,159.16,2024-06-21
1299,4851,36,71,3,8,0,100.17,2024-04-15
1300,2020,25,17,11,3,6,184.34,2024-06-03
1301,4007,1,65,20,16,7,112.2,2024-04-13
1302,961,23,78,12,11,4,177.16,2024-09-18
1303,2568,23,94,28,10,3,58.41,2024-07-03
1304,4466,36,95,38,9,9,139.62,2024-08-17
1305,1546,43,23,40,5,6,168.43,2024-01-26
1306,3349,2,68,3,0,2,170.48,2024-07-10
1307,4369,23,92,29,10,3,189.76,2024-06-04
1308,3120,14,19,6,14,0,35.31,2024-08-14
1309,3418,23,19,24,9,3,89.61,2024-05-12
1310,2304,32,87,40,10,7,48.85,2024-11-05
1311,3785,40,34,4,3,7,17.94,2024-01-01
1312,2655,22,6,35,15,9,158.97,2024-06-01
1313,263,22,93,45,1,0,168.14,2024-10-19
1314,3925,21,62,20,7,4,131.63,2024-07-02
1315,1411,17,29,49,4,9,123.17,2024-08-13
1316,4308,45,98,43,6,7,65.51,2024-05-16
1317,827,14,48,3,3,6,14.46,2024-06-11
1318,1276,21,92,4,2,3,185.18,2024-02-04
1319,3871,5,14,26,12,3,60.05,2024-07-15
1320,1012,22,14,49,10,2,78.49,2024-03-29
1321,4510,9,94,10,1,0,151.15,2024-07-21
1322,943,31,16,11,8,2,48.41,2024-08-06
1323,885,21,18,34,11,9,99.38,2024-08-07
1324,2438,29,32,42,12,4,154.68,2024-05-09
1325,3669,37,44,48,11,0,71.61,2024-10-30
1326,2087,45,87,26,1,4,41.9,2024-11-03
1327,1558,12,95,2,17,0,20.36,2024-05-07
1328,958,50,51,29,4,2,163.63,2024-09-06
1329,2925,43,49,19,3,4,147.91,2024-05-08
1330,2164,8,16,48,9,5,22.72,2024-05-09
1331,2869,19,76,7,3,3,104.4,2024-01-21
1332,3800,30,74,17,2,7,130.09,2024-04-13
1333,2371,4,98,29,0,2,144.37,2024-03-30
1334,2836,2,44,43,14,9,180.85,2024-07-29
1335,83,49,44,43,4,4,39.02,2024-06-06
1336,711,40,7,33,17,7,176.16,2024-10-12
1337,4384,15,3,1,3,2,110.37,2024-08-10
1338,4889,36,4,16,2,8,41.65,2024-03-30
1339,4418,6,87,4,17,7,70.87,2024-08-04
1340,3312,7,48,41,9,0,97.66,2024-08-26
1341,4381,16,84,40,19,0,46.65,2024-10-08
1342,1415,16,34,39,5,4,24.67,2024-02-21
1343,1314,48,46,48,3,3,71.23,2024-09-03
1344,4706,24,81,28,10,4,181.19,2024-10-28
1345,560,9,46,38,13,8,156.25,2024-04-12
1346,1566,30,65,37,7,6,97.57,2024-11-05
1347,1597,45,66,3,19,4,79.15,2024-06-28
1348,1909,22,63,32,17,7,94.06,2024-01-15
1349,4833,25,95,43,1,7,22.96,2024-04-12
1350,4661,28,87,46,3,2,93.42,2024-07-25
1351,4195,7,1,5,6,0,55.24,2024-10-19
1352,1677,12,59,9,6,0,112.8,2024-06-19
1353,3386,30,6,24,14,4,168.46,2024-01-29
1354,1588,11,22,11,0,8,122.49,2024-07-06
1355,4489,49,23,24,15,0,42.03,2024-04-15
1356,3921,42,73,36,19,1,194.7,2024-01-24
1357,461,17,9,6,4,3,193.54,2024-02-14
1358,4894,29,81,32,13,9,195.97,2024-11-05
1359,4951,16,29,29,3,1,198.12,2024-05-31
1360,4492,5,71,28,14,1,130.98,2024-08-19
1361,2673,2,76,34,2,2,40.52,2024-09-17
1362,3229,20,92,1,14,6,183.02,2024-09-09
1363,4839,14,72,48,6,5,59.53,2024-01-14
1364,4668,3,17,6,15,8,85.66,2024-02-01
1365,1743,41,22,4,14,4,34.71,2024-01-30
1366,3278,5,50,21,13,8,14.42,2024-07-12
1367,3293,6,79,11,16,6,75.94,2024-05-13
1368,3250,39,28,23,18,0,37.82,2024-02-29
1369,2321,34,74,5,3,6,34.2,2024-05-15
1370,1944,24,86,9,10,0,79.69,2024-04-15
1371,1413,32,26,42,15,7,169.78,2024-08-24
1372,3442,47,25,17,13,7,181.25,2024-09-23
1373,4751,18,5,49,0,2,53.21,2024-08-10
1374,2235,48,99,47,15,1,150.3,2024-06-28
1375,1927,14,4,4,11,8,27.61,2024-10-15
1376,1037,39,36,7,0,2,17.79,2024-09-20
1377,30,6,85,31,18,2,111.47,2024-04-05
1378,598,36,87,15,19,7,76.83,2024-07-26
1379,1241,31,17,30,19,0,87.16,2024-01-28
1380,1857,3,11,12,17,5,97.64,2024-05-14
1381,1353,27,98,47,14,0,127.17,2024-07-06
1382,4304,18,12,30,9,9,118.86,2024-04-29
1383,1460,19,8,42,0,8,178.76,2024-08-28
1384,3693,24,95,22,4,2,106.24,2024-08-13
1385,2537,5,74,26,0,7,34.39,2024-09-28
1386,4460,6,17,42,17,7,104.87,2024-07-31
1387,1300,12,39,35,6,5,198.99,2024-07-27
1388,2404,4,21,43,10,4,103.32,2024-02-01
1389,78,25,76,27,0,8,147.32,2024-10-07
1390,2065,48,45,28,4,8,58.08,2024-01-15
1391,3232,20,57,29,15,4,186.44,2024-02-12
1392,719,24,43,35,16,6,158.16,2024-08-20
1393,4443,6,57,15,3,1,63.65,2024-05-09
1394,4946,25,27,1,14,4,154.15,2024-07-01
1395,2419,47,22,36,19,4,168.81,2024-03-15
1396,888,4,32,36,4,6,126.12,2024-01-04
1397,1252,15,35,47,9,6,154.58,2024-08-08
1398,4933,6,46,2,4,3,46.34,2024-07-03
1399,1874,33,80,42,8,3,52.95,2024-08-19
1400,4562,29,16,5,17,7,96.37,2024-05-26
1401,4661,4,64,41,3,9,13.35,2024-06-22
1402,2779,19,47,3,3,9,186.79,2024-02-22
1403,1415,5,38,9,11,1,178.13,2024-05-11
1404,2941,3,43,14,14,7,137.48,2024-10-25
1405,4148,27,66,45,2,6,117.95,2024-03-07
1406,705,4,9,32,15,8,155.0,2024-04-27
1407,2022,29,11,25,12,1,120.47,2024-10-25
1408,284,27,76,32,10,6,36.43,2024-02-25
1409,1421,8,3,30,8,4,142.6,2024-10-10
1410,1625,11,78,35,19,0,181.26,2024-01-31
1411,1245,8,40,42,3,2,111.8,2024-02-20
1412,594,35,31,35,13,5,99.95,2024-01-03
1413,2076,40,30,32,15,5,56.61,2024-06-06
1414,4495,25,25,20,9,6,190.44,2024-03-05
1415,2459,4,30,32,10,1,62.69,2024-10-10
1416,2077,17,21,33,16,0,194.75,2024-03-09
1417,950,35,77,16,15,5,131.21,2024-04-03
1418,1573,41,31,2,15,5,29.89,2024-08-21
1419,4139,31,31,42,13,0,77.54,2024-10-11
1420,153,45,22,30,15,8,187.98,2024-03-04
1421,3255,10,21,12,16,2,31.67,2024-05-27
1422,3187,9,97,12,14,3,133.94,2024-10-12
1423,2724,26,39,15,14,1,75.95,2024-03-24
1424,3519,26,74,1,14,7,186.91,2024-06-29
1425,1173,11,1,27,17,1,17.14,2024-05-13
1426,3784,41,11,2,1,3,73.04,2024-08-25
1427,2269,33,91,4,8,0,93.57,2024-08-02
1428,4196,9,8,44,8,1,161.54,2024-10-19
1429,882,47,32,33,12,2,154.48,2024-08-12
1430,355,38,99,42,0,8,106.87,2024-08-23
1431,786,2,1,9,6,2,48.75,2024-08-26
1432,1751,47,16,16,16,8,45.17,2024-01-28
1433,2910,24,27,43,19,5,128.49,2024-07-15
1434,3698,18,29,40,0,0,95.08,2024-03-23
1435,1503,45,73,3,19,2,111.83,2024-06-13
1436,2875,2,27,43,11,4,152.87,2024-09-09
1437,3679,2,93,18,7,7,70.28,2024-06-03
1438,808,24,83,26,7,0,84.15,2024-10-17
1439,4392,28,8,25,17,4,76.31,2024-10-03
1440,3366,50,93,11,11,0,22.13,2024-05-23
1441,4885,25,6,48,18,1,98.08,2024-09-05
1442,3843,14,77,40,6,8,38.45,2024-03-31
1443,1209,32,45,9,11,5,90.46,2024-04-22
1444,4123,21,46,0,16,4,91.76,2024-10-10
1445,1739,39,90,15,17,2,34.93,2024-02-11
1446,4214,30,45,2,11,8,130.24,2024-07-19
1447,3114,34,7,12,9,5,108.22,2024-07-17
1448,1413,48,59,40,18,2,105.2,2024-05-23
1449,4445,9,62,42,8,2,43.07,2024-09-02
1450,2061,27,8,36,18,2,98.79,2024-03-14
1451,3395,30,77,1,12,5,113.55,2024-07-25
1452,2215,44,30,33,8,2,186.36,2024-04-04
1453,1188,15,86,20,10,4,62.34,2024-10-01
1454,4091,8,52,4,14,3,175.44,2024-05-12
1455,1023,24,79,41,13,1,77.85,2024-04-06
1456,3440,27,34,15,16,5,179.27,2024-04-19
1457,4524,12,52,38,4,9,124.25,2024-08-25
1458,276,49,97,46,6,6,111.52,2024-08-17
1459,3031,40,56,32,1,2,57.69,2024-01-09
1460,3315,50,33,27,13,4,127.43,2024-09-02
1461,1774,50,23,40,18,1,43.22,2024-11-01
1462,4409,43,62,41,5,9,112.77,2024-07-26
1463,2248,22,83,8,6,9,35.81,2024-04-25
1464,2762,3,25,34,15,7,74.21,2024-02-09
1465,4617,49,87,34,6,5,52.2,2024-07-18
1466,3355,26,9,13,9,8,27.93,2024-09-27
1467,2640,47,31,12,9,7,46.94,2024-06-16
1468,2769,37,57,38,5,8,32.88,2024-02-20
1469,1172,23,77,18,17,5,39.7,2024-01-11
1470,825,7,3,31,3,7,141.32,2024-07-10
1471,3463,44,73,40,9,5,71.24,2024-02-01
1472,2814,30,5,14,3,4,143.83,2024-10-14
1473,2981,41,34,43,0,1,171.25,2024-05-15
1474,3667,23,76,22,9,1,178.29,2024-03-08
1475,3140,43,48,36,4,0,20.03,2024-05-18
1476,296,41,19,25,11,4,168.48,2024-03-21
1477,2928,22,87,45,5,0,10.29,2024-01-22
1478,4754,39,24,3,0,5,158.75,2024-05-03
1479,178,28,9,31,8,2,106.47,2024-08-14
1480,3199,3,78,44,7,0,190.78,2024-02-11
1481,1270,14,23,5,9,4,127.02,2024-07-02
1482,3962,29,64,41,12,7,75.1,2024-07-19
1483,355,35,45,23,3,6,166.02,2024-09-21
1484,2991,11,36,39,17,6,38.43,2024-01-16
1485,4203,46,88,26,1,9,127.34,2024-01-07
1486,2662,20,58,39,0,5,156.83,2024-04-09
1487,1937,30,43,48,11,5,43.15,2024-01-01
1488,1346,7,16,11,2,8,101.42,2024-06-30
1489,1714,29,25,28,17,8,112.11,2024-08-24
1490,4820,46,27,17,16,6,146.23,2024-07-05
1491,3433,42,45,22,13,7,18.58,2024-03-25
1492,3279,12,75,13,3,5,23.36,2024-05-20
1493,2702,28,78,45,3,9,142.46,2024-09-03
1494,3120,6,82,16,10,0,190.48,2024-06-10
1495,3363,27,9,22,3,2,153.52,2024-11-03
1496,2395,36,79,30,18,1,23.42,2024-05-01
1497,4896,40,43,35,15,5,196.03,2024-04-18
1498,3178,16,96,44,15,0,44.59,2024-06-20
1499,2452,19,54,12,10,1,197.99,2024-10-25
1500,1090,3,1,46,16,7,107.83,2024-04-26
1501,4499,26,98,40,19,7,124.49,2024-04-13
1502,2534,33,4,49,10,0,183.2,2024-02-25
1503,1621,40,1,39,16,0,69.4,2024-06-07
1504,4657,42,48,7,3,8,24.33,2024-03-09
1505,197,14,27,36,2,0,153.05,2024-06-16
1506,2826,12,92,9,3,9,158.48,2024-04-20
1507,978,8,82,31,2,5,86.11,2024-05-13
1508,273,30,84,48,18,0,51.62,2024-09-22
1509,547,38,16,48,15,1,187.73,2024-01-07
1510,1338,46,17,1,1,1,108.42,2024-07-26
1511,4311,12,97,32,12,3,155.87,2024-08-08
1512,185,44,42,7,6,0,68.59,2024-07-10
1513,1551,47,79,46,14,2,115.36,2024-02-02
1514,888,14,15,39,2,1,41.28,2024-10-18
1515,579,19,71,9,17,5,132.24,2024-10-29
1516,2619,39,68,0,14,5,98.37,2024-02-16
1517,4582,45,68,15,13,8,199.2,2024-05-19
1518,3825,47,65,23,0,9,80.04,2024-10-24
1519,1415,13,48,4,3,8,152.46,2024-07-10
1520,2978,39,32,2,6,4,65.18,2024-08-29
1521,1304,28,34,49,8,2,85.52,2024-02-04
1522,138,40,43,25,0,9,14.18,2024-06-24
1523,3441,19,90,30,3,2,40.51,2024-06-09
1524,2891,13,13,17,2,7,10.47,2024-03-13
1525,2634,24,57,10,9,5,66.99,2024-10-19
1526,3173,44,62,26,12,4,32.13,2024-05-19
1527,3710,41,67,14,12,4,53.64,2024-01-17
1528,1431,30,62,13,4,1,66.12,2024-08-14
1529,2331,34,25,12,12,3,151.96,2024-03-05
1530,3098,34,10,15,15,6,104.44,2024-10-02
1531,4369,21,66,49,15,1,108.46,2024-01-14
1532,3776,1,54,9,5,8,19.0,2024-02-18
1533,501,25,63,24,2,6,129.54,2024-09-12
1534,4509,14,62,42,17,0,74.44,2024-02-15
1535,2069,38,7,46,4,6,154.58,2024-06-08
1536,4765,48,67,34,5,6,74.1,2024-11-02
1537,3581,38,48,20,6,4,139.52,2024-09-02
1538,1904,9,99,13,9,2,56.67,2024-04-16
1539,4777,47,86,23,13,1,55.34,2024-10-08
1540,114,20,93,19,1,4,48.43,2024-10-11
1541,2092,14,46,11,2,6,155.82,2024-08-22
1542,915,26,99,26,18,2,21.88,2024-06-11
1543,2141,10,4,10,17,5,15.96,2024-04-19
1544,1477,49,51,23,15,2,161.03,2024-02-18
1545,979,2,94,45,18,2,15.9,2024-02-26
1546,3946,5,84,38,7,2,193.31,2024-09-01
1547,1448,28,11,49,11,3,37.32,2024-10-25
1548,3165,11,86,34,9,5,159.46,2024-01-28
1549,2209,36,92,17,14,8,38.0,2024-04-04
1550,3564,41,84,47,7,5,163.92,2024-03-30
1551,748,46,80,29,10,1,40.96,2024-05-11
1552,1359,18,15,43,5,0,119.1,2024-01-04
1553,1438,3,11,38,3,9,48.03,2024-05-02
1554,3970,9,81,46,19,5,33.14,2024-06-09
1555,995,44,52,48,11,5,45.03,2024-01-14
1556,188,49,55,1,19,2,177.43,2024-03-09
1557,3118,36,53,22,0,9,81.28,2024-05-23
1558,3177,3,12,41,4,5,123.52,2024-08-16
1559,1658,5,54,8,4,3,86.81,2024-10-19
1560,2962,4,26,10,3,3,37.57,2024-05-05
1561,1438,50,72,22,8,1,98.98,2024-04-03
1562,3079,13,72,47,2,4,152.68,2024-02-29
1563,3369,1,39,48,16,4,12.34,2024-06-28
1564,532,23,88,33,17,2,27.73,2024-02-18
1565,1700,17,58,38,2,1,93.22,2024-02-17
1566,2798,36,33,48,3,4,142.98,2024-08-18
1567,284,12,27,43,19,3,127.7,2024-01-05
1568,1983,49,72,23,3,8,106.81,2024-03-08
1569,4729,29,75,36,18,5,40.57,2024-01-19
1570,4408,6,4,11,14,2,82.15,2024-03-14
1571,1589,30,91,47,1,9,160.4,2024-03-29
1572,1133,37,74,30,0,0,97.65,2024-10-15
1573,2146,45,1,40,19,4,154.8,2024-10-16
1574,3674,6,19,32,4,0,157.16,2024-02-04
1575,3784,13,31,45,0,5,185.55,2024-05-19
1576,4132,23,11,21,4,9,132.54,2024-04-13
1577,2573,17,87,26,4,6,78.85,2024-06-10
1578,4153,46,56,13,5,0,49.63,2024-11-04
1579,2489,43,43,47,11,0,176.46,2024-07-13
1580,947,23,81,18,12,7,92.61,2024-09-08
1581,4253,22,34,44,7,1,169.11,2024-07-14
1582,1244,36,23,32,0,1,146.67,2024-05-26
1583,4366,2,10,2,14,1,21.01,2024-09-07
1584,3644,29,16,47,17,9,111.87,2024-01-18
1585,2167,42,50,23,8,9,128.07,2024-03-05
1586,4891,24,91,43,11,8,35.9,2024-03-26
1587,1636,32,2,39,10,3,173.58,2024-06-23
1588,390,15,58,26,12,5,95.52,2024-02-27
1589,202,17,49,23,5,5,27.32,2024-08-11
1590,4520,33,39,22,9,1,185.54,2024-06-08
1591,1507,20,47,2,19,9,41.98,2024-10-12
1592,4316,49,48,18,10,5,151.42,2024-07-28
1593,3844,32,2,5,0,7,117.52,2024-04-08
1594,340,38,58,25,1,6,16.66,2024-10-09
1595,2059,1,69,29,16,7,70.04,2024-02-29
1596,3804,30,23,44,12,6,86.71,2024-06-14
1597,2159,47,41,12,17,6,165.21,2024-07-21
1598,505,48,5,29,6,2,144.91,2024-06-27
1599,2781,50,10,23,3,9,30.29,2024-10-02
1600,4666,42,89,23,5,6,28.88,2024-02-11
1601,928,36,74,24,14,4,187.21,2024-01-06
1602,953,50,20,14,3,8,142.51,2024-04-16
1603,4314,2,96,8,15,9,117.67,2024-02-09
1604,4253,38,60,2,0,9,118.92,2024-08-16
1605,4604,45,74,49,6,6,30.45,2024-06-16
1606,2288,49,81,11,14,0,154.22,2024-01-15
1607,4817,33,43,20,9,2,27.6,2024-07-03
1608,2777,33,85,42,12,2,87.72,2024-07-20
1609,2084,7,18,36,11,0,126.02,2024-09-25
1610,3018,32,52,18,14,3,51.67,2024-05-14
1611,1646,29,59,8,13,4,79.71,2024-05-17
1612,73,36,90,27,14,5,15.76,2024-10-03
1613,1087,29,77,48,0,0,189.72,2024-10-23
1614,558,7,41,46,12,9,132.85,2024-01-30
1615,689,40,74,1,0,3,105.86,2024-04-09
1616,3039,6,19,45,18,2,196.95,2024-01-21
1617,4495,32,93,23,5,0,96.54,2024-08-03
1618,1945,13,74,7,9,5,135.04,2024-06-13
1619,4600,26,7,9,1,0,75.6,2024-07-27
1620,3360,12,53,16,12,5,120.28,2024-08-27
1621,151,45,21,17,9,8,150.15,2024-04-15
1622,4463,39,57,21,9,5,105.36,2024-07-24
1623,413,36,73,38,14,8,174.95,2024-10-01
1624,4073,16,46,18,3,2,101.76,2024-08-30
1625,2980,9,59,4,18,7,52.04,2024-09-30
1626,709,26,84,16,16,0,65.15,2024-11-01
1627,3264,38,80,31,13,7,164.29,2024-08-27
1628,1236,15,3,19,8,8,131.68,2024-02-05
1629,3698,45,75,44,3,2,123.42,2024-01-13
1630,1783,33,42,4,6,2,87.99,2024-02-03
1631,3238,45,6,16,17,6,88.73,2024-04-11
1632,1536,19,80,49,18,7,56.06,2024-09-06
1633,3294,6,48,12,10,0,40.86,2024-06-22
1634,1628,50,18,47,11,9,188.51,2024-08-16
1635,1412,50,82,18,0,9,40.56,2024-02-16
1636,1623,15,34,48,4,4,173.86,2024-07-18
1637,3817,39,90,28,10,2,63.93,2024-07-14
1638,814,49,79,32,2,0,189.33,2024-08-31
1639,4392,50,13,42,10,2,12.85,2024-02-03
1640,3831,25,44,35,12,1,176.95,2024-08-30
1641,3913,49,39,16,5,4,154.0,2024-05-15
1642,1917,15,75,29,13,5,54.24,2024-06-01
1643,2212,13,51,35,4,6,28.76,2024-05-03
1644,4621,22,49,12,9,8,46.15,2024-05-06
1645,2087,47,99,20,12,8,197.64,2024-10-29
1646,1928,14,65,46,14,8,178.02,2024-08-28
1647,2765,38,43,16,13,0,197.47,2024-05-24
1648,1623,23,53,17,3,0,199.82,2024-10-14
1649,1028,3,27,49,10,8,16.51,2024-09-17
1650,2967,38,83,46,5,2,109.13,2024-02-06
1651,290,15,14,36,13,0,191.09,2024-01-30
1652,2690,23,35,16,10,0,163.67,2024-06-28
1653,4094,4,44,40,19,5,18.56,2024-05-06
1654,3466,30,1,20,18,1,37.28,2024-01-30
1655,4584,32,5,49,13,1,89.15,2024-01-15
1656,4084,47,93,41,14,8,130.7,2024-03-06
1657,2569,45,92,4,13,8,83.12,2024-03-27
1658,3625,30,7,31,12,4,59.49,2024-06-20
1659,2942,14,11,4,18,7,163.16,2024-07-31
1660,3897,41,46,26,2,9,12.35,2024-04-05
1661,4904,9,96,10,0,2,74.99,2024-06-08
1662,1349,3,73,44,10,0,48.96,2024-01-27
1663,384,28,59,30,12,5,94.49,2024-09-11
1664,2069,12,59,13,16,0,184.65,2024-03-17
1665,152,43,58,8,2,3,167.42,2024-02-17
1666,2365,8,6,21,14,1,168.66,2024-04-15
1667,1139,41,70,6,12,3,155.75,2024-07-06
1668,1635,19,4,47,11,5,132.58,2024-01-23
1669,4984,37,52,34,16,1,57.88,2024-02-19
1670,3412,23,7,20,10,5,187.06,2024-11-04
1671,2056,7,31,41,10,7,171.05,2024-01-22
1672,3090,22,24,24,6,1,143.86,2024-01-25
1673,1004,43,51,25,6,4,108.87,2024-09-10
1674,1061,23,3,21,16,0,177.96,2024-05-02
1675,4496,36,72,22,17,1,64.89,2024-07-22
1676,4563,2,97,34,0,0,45.07,2024-03-08
1677,4338,7,53,18,7,1,26.66,2024-03-01
1678,696,3,66,45,7,8,94.42,2024-02-27
1679,380,34,39,14,16,9,24.73,2024-07-30
1680,4765,14,22,30,1,7,101.82,2024-06-11
1681,332,16,11,23,5,2,165.62,2024-03-22
1682,3452,9,21,2,17,0,91.15,2024-02-03
1683,4554,47,53,44,11,4,83.08,2024-08-14
1684,4524,16,17,20,12,4,113.6,2024-02-16
1685,379,6,79,10,2,0,133.31,2024-09-30
1686,4267,18,9,23,5,5,165.57,2024-05-20
1687,1685,32,33,25,7,4,37.64,2024-11-01
1688,2432,23,38,0,4,4,106.11,2024-01-17
1689,3519,49,61,33,16,9,178.0,2024-01-17
1690,4215,36,33,36,9,9,125.04,2024-02-02
1691,45,9,34,30,3,5,147.17,2024-06-05
1692,1182,21,94,14,19,1,162.52,2024-01-25
1693,1057,34,31,46,2,7,141.24,2024-03-30
1694,3908,12,11,14,18,4,187.69,2024-08-11
1695,342,24,56,47,15,6,154.03,2024-07-10
1696,1636,49,90,2,17,7,68.42,2024-05-18
1697,4096,1,93,22,10,0,113.7,2024-10-29
1698,4016,42,47,34,13,8,131.69,2024-10-16
1699,3201,3,79,14,17,9,30.99,2024-06-06
1700,3353,28,13,24,6,3,80.42,2024-09-23
1701,1672,8,21,25,2,8,16.78,2024-06-16
1702,3621,30,29,22,8,6,106.57,2024-08-25
1703,1404,41,5,24,17,4,119.09,2024-05-31
1704,1922,13,63,38,7,4,64.29,2024-06-21
1705,1595,6,60,34,18,3,58.63,2024-03-09
1706,3483,29,6,24,0,6,99.03,2024-03-09
1707,2958,47,74,16,5,8,123.98,2024-06-16
1708,1034,11,93,21,2,4,58.03,2024-10-28
1709,365,12,28,26,7,3,197.12,2024-03-25
1710,3770,33,78,10,8,0,151.55,2024-05-30
1711,3206,34,17,44,6,0,15.9,2024-07-20
1712,452,28,14,15,6,4,78.71,2024-04-11
1713,2965,10,62,5,14,4,105.78,2024-08-24
1714,209,36,21,18,14,7,77.42,2024-03-04
1715,4067,4,43,5,3,9,127.98,2024-02-04
1716,3549,1,95,25,12,4,143.82,2024-03-17
1717,3790,10,66,32,4,0,12.88,2024-03-19
1718,4135,25,6,40,5,1,32.51,2024-08-14
1719,3023,36,54,25,15,4,139.91,2024-03-20
1720,658,29,90,27,7,5,165.8,2024-03-21
1721,2383,17,2,16,15,9,176.14,2024-04-08
1722,3826,30,53,43,3,3,11.33,2024-02-28
1723,2874,23,53,26,19,1,169.13,2024-06-16
1724,524,20,27,40,8,5,58.71,2024-01-08
1725,1056,48,55,1,9,1,63.59,2024-09-19
1726,376,4,59,47,6,4,113.02,2024-08-15
1727,2273,43,72,1,12,7,85.72,2024-01-22
1728,380,21,34,25,0,7,90.95,2024-08-01
1729,2501,27,28,28,12,8,33.45,2024-06-26
1730,269,33,84,10,18,3,121.49,2024-09-15
1731,4065,34,80,2,17,1,132.04,2024-08-11
1732,2451,1,26,9,1,9,93.45,2024-07-30
1733,3906,29,70,17,13,4,91.26,2024-08-26
1734,4653,9,55,41,8,3,108.91,2024-10-27
1735,1899,50,25,0,5,3,181.41,2024-09-06
1736,4871,5,42,0,18,8,86.38,2024-06-03
1737,3491,18,60,23,5,6,14.11,2024-09-18
1738,1929,40,28,48,2,6,130.74,2024-06-18
1739,3806,25,28,3,0,0,193.38,2024-02-02
1740,2445,21,96,37,14,2,61.33,2024-06-22
1741,2576,46,98,23,13,2,176.7,2024-06-01
1742,4721,23,42,24,8,3,194.54,2024-05-13
1743,1307,47,36,12,12,0,42.21,2024-03-07
1744,1186,45,38,4,3,4,155.16,2024-03-20
1745,4288,14,77,19,0,1,93.82,2024-02-09
1746,3170,46,18,6,15,5,49.18,2024-09-01
1747,4302,19,25,32,14,7,53.44,2024-02-10
1748,1618,42,88,0,18,5,113.48,2024-01-23
1749,1719,50,39,43,2,5,154.44,2024-02-13
1750,3742,32,86,46,14,2,89.21,2024-07-19
1751,3526,37,15,23,8,0,31.08,2024-01-13
1752,2670,11,63,41,2,4,177.37,2024-06-10
1753,371,48,78,45,9,8,175.63,2024-08-12
1754,1379,46,14,18,12,4,173.92,2024-03-15
1755,2569,44,50,5,18,5,30.54,2024-07-25
1756,3370,48,97,22,9,1,81.5,2024-09-03
1757,2846,31,57,32,1,7,88.22,2024-04-27
1758,4478,42,81,43,15,0,59.15,2024-08-26
1759,720,22,13,46,11,3,109.01,2024-05-13
1760,4407,1,86,3,18,5,22.22,2024-02-22
1761,1864,15,6,18,18,2,140.79,2024-06-29
1762,338,11,98,36,19,4,185.43,2024-05-24
1763,2479,20,11,34,10,6,199.74,2024-03-12
1764,2525,11,36,40,10,8,188.58,2024-09-20
1765,3161,42,5,7,9,2,138.74,2024-07-08
1766,1301,40,42,48,13,4,85.91,2024-04-09
1767,4252,38,7,18,1,5,113.2,2024-02-11
1768,4190,40,18,6,13,0,189.35,2024-04-29
1769,2513,11,65,21,15,6,167.71,2024-10-07
1770,2234,46,51,47,19,9,105.42,2024-05-14
1771,1423,10,60,1,18,0,23.6,2024-03-12
1772,3125,20,97,19,12,1,39.85,2024-07-12
1773,975,24,28,38,9,7,16.52,2024-10-26
1774,457,4,53,1,0,2,49.22,2024-01-12
1775,2012,25,3,8,19,6,96.63,2024-05-15
1776,1121,44,20,8,5,0,71.7,2024-06-20
1777,4297,12,98,1,7,0,143.37,2024-07-19
1778,3483,26,5,21,16,4,173.51,2024-07-13
1779,2851,32,48,13,10,9,92.19,2024-03-19
1780,3753,27,81,27,8,4,79.1,2024-08-01
1781,4144,14,72,11,14,8,139.46,2024-10-23
1782,267,46,23,0,5,9,55.17,2024-10-11
1783,1192,12,95,20,17,5,151.95,2024-10-02
1784,3892,1,16,21,5,1,93.1,2024-07-03
1785,3081,11,46,33,17,5,162.04,2024-06-11
1786,3019,45,22,19,5,6,78.37,2024-08-21
1787,1946,29,7,3,11,0,33.12,2024-04-13
1788,1774,17,85,6,7,8,196.25,2024-03-28
1789,219,5,67,21,16,2,127.38,2024-06-17
1790,3931,2,78,48,8,3,50.85,2024-07-11
1791,15,50,48,4,14,5,106.95,2024-08-14
1792,3748,16,13,13,3,7,170.47,2024-04-28
1793,3283,42,28,17,16,6,96.95,2024-09-08
1794,741,4,67,19,7,5,102.17,2024-02-14
1795,3930,1,98,1,14,9,171.06,2024-05-03
1796,1076,8,6,29,13,1,180.88,2024-03-01
1797,4433,14,98,1,4,0,127.94,2024-09-01
1798,4493,15,59,6,14,0,113.26,2024-10-19
1799,3356,15,75,43,7,5,193.38,2024-02-27
